Customer ID,Age,Gender,TransactionDate,Amount,Quantity,ProductCategory,PaymentMethod,Channel,Country,State,IsReturningCustomer
105,47,Male,2/16/2024,1089.2,3,Electronics,Apple Pay,Online,USA,DE,1
106,70,Male,1/13/2024,680.62,8,Sports,PayPal,Online,USA,DE,0
107,38,Male,10/10/2024,543.51,1,Toys,Cash,In-Store,USA,DE,0
108,65,Male,3/25/2023,525.76,8,Home Goods,Credit Card,In-Store,USA,MA,1
109,73,Male,8/8/2024,1178.37,9,Electronics,Debit Card,In-Store,USA,IL,0
110,73,Female,6/22/2023,1345.13,2,Beauty,Apple Pay,Online,USA,MO,0
111,24,Female,1/30/2023,244.55,6,Beauty,Cash,Online,USA,TX,1
112,60,Male,7/1/2024,952.15,8,Electronics,Cash,Online,USA,FL,0
113,63,Male,1/26/2024,982.61,9,Toys,PayPal,Online,USA,MA,0
114,23,Male,4/2/2023,513.66,10,Clothing,Credit Card,In-Store,USA,MI,0
115,54,Male,1/2/2023,469.64,10,Sports,Debit Card,In-Store,USA,DE,1
116,69,Male,5/10/2023,782.03,10,Sports,Debit Card,Online,USA,VA,1
117,38,Male,10/31/2023,1256.64,8,Home Goods,PayPal,Online,USA,CO,1
118,56,Female,11/13/2023,756.06,2,Groceries,Apple Pay,In-Store,USA,CA,0
119,21,Female,6/6/2023,1242.69,4,Toys,Debit Card,Online,USA,MA,0
120,43,Female,11/6/2024,1369,3,Electronics,Apple Pay,In-Store,USA,DE,1
121,40,Female,2/5/2024,112.38,5,Groceries,Debit Card,In-Store,USA,TN,0
122,73,Male,11/8/2023,689.01,3,Sports,Debit Card,In-Store,USA,MD,1
123,31,Male,7/20/2023,1104.3,1,Groceries,Apple Pay,Online,USA,IL,0
124,61,Male,2/27/2023,148.59,8,Clothing,Credit Card,Online,USA,AZ,1
125,58,Male,2/18/2024,371.28,2,Clothing,PayPal,In-Store,USA,IL,1
126,59,Male,1/20/2024,1164.9,2,Toys,PayPal,In-Store,USA,GA,1
127,41,Male,5/3/2023,179.36,2,Beauty,Apple Pay,Online,USA,CO,0
128,48,Female,4/7/2023,1192.54,3,Beauty,PayPal,In-Store,USA,MD,1
129,38,Male,7/4/2024,281.41,1,Beauty,Apple Pay,In-Store,USA,FL,0
130,52,Male,10/29/2024,190.51,4,Home Goods,Credit Card,Online,USA,MD,0
131,69,Female,5/6/2023,63.52,10,Clothing,Debit Card,Online,USA,CO,1
132,23,Male,6/2/2024,451.37,9,Clothing,PayPal,Online,USA,DE,0
133,75,Female,11/5/2024,803.48,3,Sports,PayPal,In-Store,USA,IN,1
134,31,Male,4/12/2023,995.61,1,Clothing,Credit Card,Online,USA,IN,0
135,26,Male,7/19/2024,327.98,6,Groceries,Debit Card,In-Store,USA,PA,0
136,42,Male,6/17/2023,603.09,2,Groceries,PayPal,Online,USA,NC,0
137,58,Male,10/23/2024,292.98,6,Sports,Apple Pay,Online,USA,NC,1
138,68,Female,1/24/2024,43.74,10,Clothing,Credit Card,In-Store,USA,DE,0
139,44,Male,12/4/2023,962.07,6,Groceries,Cash,Online,USA,MO,0
140,42,Male,1/23/2024,1427.92,2,Clothing,Apple Pay,In-Store,USA,FL,1
141,62,Male,10/16/2023,829.56,10,Electronics,Credit Card,Online,USA,VA,1
142,29,Female,11/25/2024,1452.16,9,Sports,Apple Pay,In-Store,USA,DE,1
143,18,Male,6/9/2024,1071.27,3,Clothing,PayPal,In-Store,USA,NC,0
144,41,Male,9/13/2023,1018.93,7,Home Goods,PayPal,Online,USA,DE,1
145,47,Male,10/21/2023,417.36,7,Sports,Debit Card,In-Store,USA,DE,0
146,67,Female,4/3/2023,953.84,2,Home Goods,Debit Card,Online,USA,DE,0
147,65,Female,7/21/2024,1394.74,1,Beauty,Apple Pay,Online,USA,TX,1
148,62,Male,2/20/2024,25.78,4,Toys,Credit Card,In-Store,USA,MO,1
149,61,Male,2/13/2023,913.02,3,Home Goods,Apple Pay,Online,USA,IN,0
150,50,Female,2/22/2023,636.97,7,Clothing,Cash,Online,USA,IL,1
151,71,Male,5/1/2023,438.65,8,Groceries,Cash,Online,USA,DE,0
152,43,Male,11/9/2023,1394.02,9,Toys,Credit Card,In-Store,USA,MD,1
153,57,Female,12/3/2023,451.03,2,Electronics,Cash,Online,USA,NY,1
154,45,Female,7/22/2023,131.69,9,Clothing,PayPal,Online,USA,FL,1
155,32,Female,2/9/2024,564.59,6,Beauty,Debit Card,In-Store,USA,NC,0
156,71,Female,6/15/2023,214.11,7,Electronics,Cash,Online,USA,DE,0
157,26,Female,3/7/2024,1117.17,1,Clothing,Debit Card,In-Store,USA,CA,1
158,53,Female,11/29/2024,1072.91,6,Toys,PayPal,In-Store,USA,TN,0
159,68,Male,5/10/2023,237.54,9,Electronics,Debit Card,Online,USA,FL,1
160,65,Male,3/20/2024,722.89,5,Beauty,Credit Card,In-Store,USA,MN,0
161,29,Male,10/15/2023,1151.26,5,Home Goods,Debit Card,In-Store,USA,IN,0
162,62,Male,5/29/2024,918.6,4,Toys,Apple Pay,Online,USA,FL,0
163,20,Female,7/16/2023,1394,7,Electronics,Apple Pay,Online,USA,MA,0
164,44,Male,11/10/2023,1051.74,4,Clothing,Cash,In-Store,USA,DE,1
165,59,Male,11/8/2023,169.53,6,Groceries,Cash,In-Store,USA,AZ,0
166,29,Male,1/1/2023,82.94,6,Clothing,Cash,In-Store,USA,CA,1
167,45,Male,9/16/2023,1422.75,6,Groceries,Cash,Online,USA,DE,0
168,67,Male,12/6/2023,544.05,6,Home Goods,Apple Pay,In-Store,USA,MO,0
169,55,Female,3/31/2023,1331.35,3,Home Goods,Apple Pay,Online,USA,PA,0
170,30,Male,4/1/2024,1388.62,2,Sports,Apple Pay,In-Store,USA,PA,1
171,52,Male,6/7/2023,70.5,4,Beauty,Apple Pay,In-Store,USA,PA,1
172,58,Male,5/1/2023,1366.72,2,Beauty,PayPal,Online,USA,DE,0
173,36,Male,8/2/2024,95.89,4,Home Goods,PayPal,In-Store,USA,IL,0
174,42,Male,2/4/2024,604.27,5,Clothing,Debit Card,Online,USA,IN,0
175,62,Male,6/9/2024,685.88,9,Groceries,Cash,Online,USA,MD,1
176,25,Male,8/18/2023,73.19,4,Groceries,Credit Card,Online,USA,MO,1
177,73,Male,10/19/2024,1470.14,4,Sports,Credit Card,Online,USA,DE,1
178,38,Male,7/16/2024,399.74,3,Beauty,Apple Pay,In-Store,USA,VA,1
179,70,Male,12/31/2023,332.82,5,Clothing,Cash,Online,USA,DE,0
180,59,Female,10/3/2024,953.29,9,Clothing,PayPal,Online,USA,MA,1
181,58,Female,6/9/2023,671.85,7,Groceries,Debit Card,In-Store,USA,MD,0
182,29,Male,7/13/2023,856.64,3,Home Goods,Cash,Online,USA,CO,1
183,70,Female,9/14/2024,285.83,3,Electronics,PayPal,Online,USA,GA,1
184,24,Male,6/23/2024,210.25,1,Sports,Credit Card,In-Store,USA,DE,1
185,66,Male,2/14/2023,202.61,2,Groceries,Debit Card,Online,USA,NY,0
186,52,Male,12/13/2023,1279.82,2,Clothing,Debit Card,In-Store,USA,DE,1
187,39,Female,6/8/2023,369.49,9,Home Goods,Cash,Online,USA,DE,0
188,52,Female,4/16/2023,769.76,7,Clothing,Credit Card,Online,USA,DE,0
189,27,Female,11/2/2024,433.84,7,Home Goods,Credit Card,In-Store,USA,MA,0
190,24,Female,1/1/2024,119.05,6,Electronics,Cash,Online,USA,DE,0
191,45,Male,12/9/2023,901.42,7,Clothing,Cash,In-Store,USA,GA,1
192,49,Male,1/13/2024,1399.66,2,Toys,Credit Card,Online,USA,DE,0
193,46,Male,5/4/2024,1222.9,2,Sports,PayPal,In-Store,USA,MA,0
194,29,Female,12/28/2023,482.38,7,Beauty,PayPal,In-Store,USA,IL,0
195,33,Female,3/4/2024,826.26,9,Sports,PayPal,Online,USA,DE,1
196,51,Male,8/13/2023,1056.12,4,Groceries,Credit Card,Online,USA,AZ,0
197,26,Male,3/3/2023,1367.49,6,Toys,Debit Card,In-Store,USA,TN,1
198,44,Male,8/4/2023,1242.59,1,Home Goods,Debit Card,Online,USA,MO,0
199,62,Female,1/16/2024,85.85,2,Home Goods,Apple Pay,Online,USA,NY,1
200,28,Male,5/31/2023,551.04,2,Clothing,Credit Card,Online,USA,DE,1
201,48,Male,5/24/2023,1123.42,5,Beauty,PayPal,In-Store,USA,GA,1
202,36,Male,6/9/2023,94.7,1,Sports,Debit Card,Online,USA,NY,0
203,61,Female,7/21/2024,1068.55,5,Sports,Apple Pay,In-Store,USA,AZ,0
204,35,Male,6/18/2024,569.45,3,Home Goods,Debit Card,In-Store,USA,GA,0
205,70,Male,7/26/2024,909.6,2,Toys,PayPal,In-Store,USA,GA,1
206,70,Female,6/18/2023,86.73,6,Home Goods,PayPal,Online,USA,MA,1
207,41,Male,12/10/2023,46.93,5,Clothing,Apple Pay,Online,USA,TX,0
208,66,Female,7/12/2023,829.78,1,Clothing,Cash,Online,USA,NY,0
209,20,Male,11/19/2023,144.35,5,Electronics,Cash,In-Store,USA,TN,1
210,66,Female,12/31/2023,1460.91,2,Groceries,PayPal,Online,USA,WA,0
211,48,Male,2/8/2023,438.73,3,Home Goods,PayPal,Online,USA,MA,0
212,74,Male,11/28/2024,983.06,3,Sports,Apple Pay,In-Store,USA,DE,1
213,36,Female,9/30/2024,1284.65,7,Electronics,PayPal,Online,USA,WA,0
214,22,Male,8/3/2024,943.55,8,Electronics,Credit Card,Online,USA,DE,1
215,49,Male,4/10/2024,474.01,5,Clothing,Credit Card,In-Store,USA,TX,1
216,29,Male,4/16/2024,390.63,8,Groceries,PayPal,Online,USA,TX,0
217,20,Female,10/21/2023,604.4,10,Home Goods,Debit Card,In-Store,USA,DE,1
218,38,Female,3/27/2023,1024.89,9,Beauty,Cash,Online,USA,MN,0
219,62,Male,1/9/2023,236.07,2,Groceries,PayPal,Online,USA,OH,1
220,42,Female,11/16/2024,144.79,8,Beauty,Apple Pay,In-Store,USA,DE,0
221,43,Female,7/24/2023,605.27,2,Groceries,Cash,In-Store,USA,FL,0
222,25,Female,4/10/2024,62.23,3,Beauty,Debit Card,Online,USA,TN,1
223,67,Female,3/5/2023,1405.01,6,Toys,PayPal,In-Store,USA,MN,0
224,66,Male,3/9/2024,408.42,3,Electronics,Debit Card,Online,USA,NY,1
225,73,Male,4/7/2024,1307.58,9,Clothing,Cash,Online,USA,MI,0
226,39,Female,6/18/2023,301.91,7,Beauty,PayPal,Online,USA,AZ,1
227,42,Male,7/28/2024,1175.69,10,Clothing,Credit Card,Online,USA,MD,1
228,18,Male,4/14/2024,1401.06,8,Toys,Cash,Online,USA,WA,1
229,46,Male,10/11/2024,676.75,10,Electronics,Credit Card,Online,USA,NY,0
230,67,Male,9/7/2024,569.45,6,Clothing,Debit Card,Online,USA,MO,1
231,37,Female,5/29/2024,1229.48,2,Home Goods,PayPal,In-Store,USA,DE,1
232,71,Male,3/12/2024,787.14,6,Electronics,Debit Card,In-Store,USA,VA,1
233,56,Male,7/9/2024,656.63,5,Toys,PayPal,In-Store,USA,MO,0
234,71,Male,4/2/2023,976.19,10,Beauty,Credit Card,In-Store,USA,DE,0
235,55,Male,11/14/2024,438.41,7,Clothing,Debit Card,In-Store,USA,IN,1
236,25,Female,4/20/2024,622.34,7,Electronics,Cash,Online,USA,TN,1
237,37,Female,11/20/2024,366.12,7,Electronics,Credit Card,Online,USA,NC,0
238,70,Male,9/6/2024,479.62,3,Sports,PayPal,Online,USA,IN,1
239,71,Male,8/14/2024,646.51,7,Home Goods,Debit Card,In-Store,USA,MA,1
240,32,Male,5/10/2023,758.86,10,Toys,PayPal,In-Store,USA,AZ,0
241,23,Male,1/27/2023,658.94,10,Clothing,Credit Card,Online,USA,DE,1
242,47,Male,10/8/2024,1167.5,3,Clothing,Debit Card,In-Store,USA,IL,0
243,64,Female,9/24/2023,990.59,5,Electronics,Debit Card,Online,USA,OH,0
244,25,Male,5/26/2023,427.28,3,Electronics,Credit Card,In-Store,USA,MN,1
245,43,Male,5/17/2024,1194.18,7,Electronics,PayPal,Online,USA,DE,0
246,74,Female,10/10/2024,1362.91,3,Clothing,Cash,Online,USA,MA,0
247,72,Male,5/1/2023,1463.99,6,Beauty,Apple Pay,Online,USA,MN,0
248,25,Male,9/12/2024,49.19,1,Sports,Apple Pay,Online,USA,NC,0
249,75,Male,1/31/2023,494.67,4,Electronics,Debit Card,In-Store,USA,DE,1
250,40,Male,7/18/2024,979.63,8,Home Goods,PayPal,In-Store,USA,TX,1
251,29,Male,10/15/2023,1443,2,Sports,Apple Pay,In-Store,USA,DE,0
252,45,Female,3/9/2024,896.51,5,Toys,Cash,Online,USA,TN,1
253,40,Female,10/9/2024,1229.92,8,Clothing,Credit Card,In-Store,USA,MD,1
254,40,Female,1/31/2023,176.4,6,Beauty,Debit Card,In-Store,USA,IN,0
255,41,Male,11/18/2023,187.84,6,Home Goods,Credit Card,In-Store,USA,VA,0
256,75,Male,7/29/2024,104.02,5,Sports,Debit Card,Online,USA,WA,0
257,74,Male,3/18/2023,863.05,7,Home Goods,PayPal,In-Store,USA,MN,1
258,69,Female,5/25/2024,74.95,5,Beauty,Credit Card,Online,USA,CA,1
259,55,Female,8/31/2023,866.74,5,Electronics,Apple Pay,Online,USA,WA,1
260,20,Male,6/24/2024,63.48,1,Electronics,PayPal,Online,USA,MA,1
261,38,Female,2/14/2024,124.25,6,Beauty,Apple Pay,Online,USA,NC,1
262,49,Male,5/5/2023,1265.4,10,Electronics,Credit Card,Online,USA,CO,0
263,24,Female,3/22/2024,343.38,2,Clothing,Cash,Online,USA,DE,0
264,25,Male,11/8/2023,117.19,6,Home Goods,Apple Pay,In-Store,USA,CA,1
265,55,Female,5/3/2023,193.8,3,Toys,Apple Pay,In-Store,USA,IL,1
266,51,Male,8/14/2024,719.5,8,Groceries,Cash,In-Store,USA,IN,0
267,63,Male,12/28/2023,839.98,4,Home Goods,Debit Card,Online,USA,MI,0
268,31,Male,11/17/2024,328.12,7,Clothing,PayPal,Online,USA,DE,1
269,66,Male,6/10/2024,1288.4,5,Home Goods,PayPal,Online,USA,MD,0
270,41,Female,4/8/2024,1302.45,9,Clothing,PayPal,Online,USA,DE,0
271,61,Female,8/14/2024,974.33,3,Beauty,Credit Card,Online,USA,GA,0
272,29,Female,1/30/2023,716.98,9,Beauty,Cash,In-Store,USA,CO,0
273,40,Female,8/6/2023,230.18,9,Beauty,Apple Pay,In-Store,USA,DE,0
274,24,Male,10/26/2024,576.87,7,Clothing,Cash,Online,USA,VA,1
275,51,Male,5/20/2024,780.33,2,Home Goods,Credit Card,Online,USA,NC,0
276,75,Male,8/12/2024,402.94,2,Sports,Credit Card,In-Store,USA,CA,0
277,63,Female,2/6/2024,592.36,4,Home Goods,Cash,In-Store,USA,DE,0
278,40,Male,10/22/2023,1060.25,5,Home Goods,Credit Card,Online,USA,PA,0
279,48,Male,11/9/2023,1279.58,4,Clothing,Cash,Online,USA,MN,0
280,27,Male,11/13/2024,714.53,6,Electronics,Debit Card,In-Store,USA,CO,0
281,56,Female,4/30/2024,876.82,8,Toys,Debit Card,In-Store,USA,NY,0
282,54,Male,10/25/2023,1253.86,9,Sports,Debit Card,Online,USA,NY,0
283,46,Female,12/26/2023,1484.74,5,Home Goods,PayPal,In-Store,USA,WA,1
284,37,Male,12/8/2023,1337.6,10,Beauty,Credit Card,In-Store,USA,VA,0
285,72,Male,11/6/2024,1491.16,6,Beauty,Credit Card,Online,USA,AZ,1
286,30,Female,10/16/2024,166.36,5,Home Goods,Apple Pay,In-Store,USA,TX,0
287,74,Female,2/5/2024,885.78,5,Groceries,Debit Card,Online,USA,VA,1
288,45,Female,8/3/2024,1452.39,6,Groceries,Credit Card,Online,USA,DE,1
289,47,Male,6/3/2023,787.16,5,Sports,Apple Pay,Online,USA,DE,1
290,69,Female,1/16/2023,683.52,4,Groceries,Apple Pay,Online,USA,TX,0
291,45,Female,11/7/2024,1251.99,1,Groceries,Debit Card,In-Store,USA,NY,1
292,60,Male,6/8/2023,1430.76,5,Clothing,Debit Card,In-Store,USA,IN,0
293,48,Female,9/12/2023,1218.51,7,Beauty,PayPal,Online,USA,CA,1
294,37,Male,7/31/2024,656.55,6,Toys,Apple Pay,Online,USA,DE,0
295,53,Male,11/5/2023,460.97,5,Sports,PayPal,Online,USA,AZ,1
296,24,Male,6/23/2024,665.64,6,Sports,Cash,In-Store,USA,AZ,1
297,44,Female,1/29/2023,1369.27,1,Toys,PayPal,Online,USA,AZ,0
298,68,Male,8/17/2024,770.75,3,Sports,Apple Pay,In-Store,USA,MI,0
299,26,Female,11/17/2024,13.9,9,Beauty,Credit Card,Online,USA,MA,0
300,39,Male,4/10/2023,1233.8,10,Beauty,Cash,Online,USA,FL,0
301,65,Male,2/24/2023,1053.85,9,Clothing,Apple Pay,In-Store,USA,IN,0
302,37,Male,11/15/2023,1080.12,1,Toys,PayPal,Online,USA,IL,0
303,56,Male,6/16/2024,149.81,4,Electronics,PayPal,Online,USA,IL,1
304,37,Female,5/10/2024,1474.13,4,Toys,Apple Pay,In-Store,USA,FL,1
305,25,Female,5/30/2023,956.11,3,Clothing,Debit Card,Online,USA,DE,0
306,36,Male,4/13/2023,1438.84,8,Groceries,Cash,In-Store,USA,MI,1
307,47,Female,3/11/2024,226.51,5,Beauty,Credit Card,In-Store,USA,FL,0
308,59,Male,11/3/2024,931.72,1,Groceries,Debit Card,In-Store,USA,CA,1
309,40,Male,5/30/2024,320.12,9,Beauty,Apple Pay,Online,USA,GA,0
310,59,Male,7/30/2024,512.24,3,Groceries,Cash,In-Store,USA,VA,0
311,48,Female,4/28/2024,910.73,3,Sports,Apple Pay,In-Store,USA,DE,0
312,55,Female,8/21/2024,928.13,7,Electronics,Credit Card,Online,USA,MD,0
313,49,Male,5/2/2024,488.87,4,Toys,Debit Card,Online,USA,FL,0
314,66,Female,3/7/2023,97.58,5,Electronics,Credit Card,Online,USA,MA,1
315,58,Male,6/28/2023,485.13,8,Beauty,Debit Card,Online,USA,MN,0
316,61,Female,8/19/2023,305.78,3,Beauty,Apple Pay,Online,USA,CO,0
317,31,Male,5/24/2023,1340.47,6,Toys,PayPal,Online,USA,FL,1
318,49,Male,8/1/2023,857.7,8,Sports,Cash,In-Store,USA,IN,0
319,45,Male,1/21/2024,1311.6,10,Electronics,Debit Card,In-Store,USA,DE,0
320,21,Male,7/7/2024,499.73,4,Toys,Cash,In-Store,USA,OH,1
321,73,Male,10/22/2023,116.79,10,Clothing,Apple Pay,In-Store,USA,TX,1
322,62,Male,8/19/2024,709.11,5,Home Goods,Credit Card,Online,USA,MO,1
323,39,Male,5/23/2023,310.33,6,Toys,Credit Card,Online,USA,PA,1
324,75,Male,2/6/2023,522.04,2,Beauty,Apple Pay,Online,USA,MD,1
